age,MonthlyIncome,NumberOfDependents,DebtRatio,RevolvingUtilizationOfUnsecuredLines,NumberOfOpenCreditLinesAndLoans,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTime60-89DaysPastDueNotWorse,NumberOfTimes90DaysLate,TotalPastDueCount,IncomePerDependent,SeriousDlqin2yrs
43,11580000.0,0.0,0.1896,0.445,9,0,0,0,0,11580000.0,0
37,3150000.0,0.0,0.8188,0.3703,4,0,0,0,0,3150000.0,0
52,7420000.0,1.0,0.4796,0.2618,17,0,0,0,0,3710000.0,0
38,5230000.0,0.0,0.5992,0.2778,12,0,0,0,0,5230000.0,0
50,15150000.0,1.0,0.3956,0.4632,8,0,1,0,1,7575000.0,0
45,2180000.0,0.0,0.5226,0.5594,7,0,1,0,1,2180000.0,1
41,3150000.0,1.0,0.5729,0.1233,9,0,1,0,1,1575000.0,0
41,1690000.0,0.0,0.5189,0.9446,10,0,0,0,0,1690000.0,0
38,5050000.0,1.0,0.1882,0.9008,8,1,0,0,1,2525000.0,1
24,19450000.0,0.0,0.4567,0.3557,4,0,0,0,0,19450000.0,0
50,5050000.0,1.0,0.6098,0.1831,9,0,0,0,0,2525000.0,0
48,5310000.0,1.0,0.3262,0.1291,8,0,0,0,0,2655000.0,0
56,6960000.0,1.0,0.3919,0.5199,7,0,0,0,0,3480000.0,0
38,4660000.0,2.0,0.5217,0.831,9,1,0,0,1,1553333.3333333333,1
70,6230000.0,0.0,0.7683,0.368,4,0,0,0,0,6230000.0,0
40,6330000.0,0.0,0.2797,0.4911,12,0,0,0,0,6330000.0,0
34,3010000.0,1.0,0.5563,0.2045,6,2,0,0,2,1505000.0,0
32,4730000.0,3.0,0.5522,0.6079,11,0,0,0,0,1182500.0,0
22,7800000.0,1.0,0.621,0.9396,5,0,0,0,0,3900000.0,0
65,8730000.0,0.0,0.9459,0.2137,11,0,1,0,1,8730000.0,0
63,5050000.0,1.0,0.6784,0.3782,8,0,0,0,0,2525000.0,0
53,6110000.0,0.0,0.2409,0.4342,4,0,1,0,1,6110000.0,0
33,6190000.0,3.0,0.3,0.2927,6,1,0,0,1,1547500.0,0
69,7840000.0,1.0,0.3468,0.5851,2,0,0,0,0,3920000.0,0
40,3500000.0,0.0,0.6848,0.2352,8,0,0,0,0,3500000.0,0
42,3410000.0,1.0,0.3899,0.3777,5,0,0,0,0,1705000.0,0
64,4640000.0,1.0,0.3727,0.6905,6,0,0,0,0,2320000.0,0
54,2330000.0,0.0,0.4739,0.4579,10,0,1,0,1,2330000.0,0
74,6380000.0,1.0,1.2601,0.4538,10,0,0,0,0,3190000.0,0
48,9380000.0,2.0,0.1832,0.4572,9,0,0,0,0,3126666.6666666665,0
40,3270000.0,2.0,0.2643,0.4526,8,0,0,0,0,1090000.0,0
37,6490000.0,2.0,0.5694,0.2364,15,0,0,0,0,2163333.3333333335,0
21,3430000.0,1.0,0.0401,0.1087,14,1,0,0,1,1715000.0,0
41,2720000.0,0.0,0.328,0.3095,13,0,0,0,0,2720000.0,0
60,17160000.0,3.0,0.7192,0.3878,7,0,0,0,0,4290000.0,0
53,2740000.0,0.0,0.4853,0.5354,16,0,0,0,0,2740000.0,0
45,2320000.0,0.0,0.4953,0.2528,5,0,0,0,0,2320000.0,0
32,5690000.0,0.0,0.5144,0.1509,10,0,0,1,1,5690000.0,0
48,5870000.0,2.0,0.2342,0.4015,6,0,0,0,0,1956666.6666666667,0
58,5050000.0,0.0,0.4762,0.3374,9,0,0,0,0,5050000.0,0
51,16610000.0,1.0,1.2593,0.2781,8,0,0,0,0,8305000.0,0
47,3140000.0,0.0,0.5312,0.651,8,0,0,0,0,3140000.0,0
35,3530000.0,0.0,0.699,0.1059,8,0,0,0,0,3530000.0,0
56,13130000.0,0.0,0.8715,0.6599,11,0,0,0,0,13130000.0,0
18,8780000.0,1.0,0.4648,0.0958,10,0,0,1,1,4390000.0,1
50,8080000.0,1.0,0.4647,0.2904,5,0,0,0,0,4040000.0,0
78,3510000.0,3.0,0.5149,0.3947,8,0,0,0,0,877500.0,0
25,9830000.0,2.0,0.5024,0.0901,4,0,0,0,0,3276666.6666666665,0
42,8100000.0,0.0,0.2357,0.4178,11,0,0,0,0,8100000.0,0
45,5050000.0,0.0,0.3605,0.0276,6,0,1,0,1,5050000.0,0
39,3520000.0,1.0,0.0749,0.7136,7,1,0,0,1,1760000.0,0
58,5330000.0,2.0,0.7127,0.339,7,0,0,1,1,1776666.6666666667,1
51,13440000.0,0.0,0.1453,0.2245,12,0,0,0,0,13440000.0,0
47,2590000.0,1.0,0.3098,0.2919,8,1,0,0,1,1295000.0,0
55,3090000.0,1.0,0.4419,0.0897,8,0,0,0,0,1545000.0,0
45,3430000.0,0.0,0.179,0.2122,9,2,0,0,2,3430000.0,0
86,3910000.0,0.0,0.4452,0.3722,8,0,0,0,0,3910000.0,0
47,4950000.0,2.0,0.6568,0.4842,5,0,0,0,0,1650000.0,0
48,8890000.0,0.0,0.5154,0.3332,6,0,0,0,0,8890000.0,0
23,6590000.0,1.0,1.3246,0.5115,9,0,0,0,0,3295000.0,0
38,5190000.0,0.0,0.4769,0.0626,9,0,0,0,0,5190000.0,0
60,5900000.0,1.0,0.3629,0.5312,5,1,0,0,1,2950000.0,0
28,7270000.0,0.0,0.2767,0.2081,7,0,0,0,0,7270000.0,0
18,1820000.0,1.0,0.3029,0.6528,9,0,1,0,1,910000.0,0
45,9510000.0,1.0,1.0402,0.2568,12,1,0,1,2,4755000.0,0
63,3050000.0,1.0,0.9946,0.5794,7,0,0,0,0,1525000.0,0
46,3830000.0,1.0,0.7197,0.3755,12,0,0,0,0,1915000.0,0
41,6130000.0,0.0,0.0984,0.0865,5,0,0,0,0,6130000.0,0
21,4780000.0,1.0,0.2553,0.488,7,0,0,0,0,2390000.0,0
51,6700000.0,2.0,0.3689,0.1913,8,0,0,1,1,2233333.3333333335,0
54,5050000.0,2.0,0.2916,0.2875,10,0,0,0,0,1683333.3333333333,0
22,4200000.0,0.0,0.5291,0.2534,2,0,0,0,0,4200000.0,0
60,12510000.0,1.0,0.5872,0.1227,8,1,0,0,1,6255000.0,1
55,7650000.0,0.0,0.5769,0.509,16,0,0,0,0,7650000.0,0
60,5990000.0,0.0,0.0762,0.2152,13,0,0,0,0,5990000.0,0
53,7580000.0,2.0,0.0688,0.2874,12,0,0,0,0,2526666.6666666665,0
53,3270000.0,0.0,0.4516,0.122,10,1,0,0,1,3270000.0,0
52,18440000.0,0.0,0.5214,0.274,8,0,0,0,0,18440000.0,0
56,2600000.0,2.0,0.1752,0.1738,8,0,0,0,0,866666.6666666666,0
21,5350000.0,2.0,0.6418,0.0081,10,0,0,0,0,1783333.3333333333,0
25,4210000.0,1.0,0.276,0.6131,13,3,0,0,3,2105000.0,0
35,4120000.0,0.0,0.3882,0.489,10,0,0,0,0,4120000.0,0
43,3810000.0,0.0,0.1237,0.192,10,0,0,0,0,3810000.0,0
50,3150000.0,0.0,0.192,0.4072,14,0,0,0,0,3150000.0,0
49,10200000.0,2.0,0.1815,0.6547,7,0,0,0,0,3400000.0,0
60,2430000.0,0.0,0.6046,0.3856,8,0,0,1,1,2430000.0,0
60,9020000.0,0.0,0.9199,0.6051,11,0,1,0,1,9020000.0,1
34,7380000.0,2.0,1.4256,0.12,9,0,0,0,0,2460000.0,0
48,3980000.0,0.0,0.2508,0.1257,7,0,0,1,1,3980000.0,0
34,6880000.0,0.0,0.7962,0.204,10,0,0,0,0,6880000.0,0
43,4550000.0,1.0,0.0818,0.276,3,1,0,0,1,2275000.0,0
49,2580000.0,0.0,0.7838,0.6785,8,1,0,0,1,2580000.0,1
18,2600000.0,2.0,0.2993,0.2293,6,1,0,0,1,866666.6666666666,0
76,7410000.0,1.0,0.7143,0.5856,6,0,1,0,1,3705000.0,0
52,7180000.0,1.0,0.3091,0.317,5,0,0,0,0,3590000.0,0
37,5780000.0,3.0,0.5042,0.3711,12,0,0,0,0,1445000.0,0
70,3950000.0,2.0,0.3703,0.2081,8,1,0,0,1,1316666.6666666667,0
40,4460000.0,0.0,0.3545,0.3735,8,0,0,0,0,4460000.0,0
47,4110000.0,1.0,0.5077,0.6626,6,0,0,0,0,2055000.0,0
39,1750000.0,1.0,0.2151,0.2366,11,0,0,0,0,875000.0,0
66,5190000.0,2.0,0.1538,0.3806,9,0,0,0,0,1730000.0,0
44,6840000.0,1.0,0.5965,0.3011,6,0,0,1,1,3420000.0,1
47,5210000.0,1.0,0.3676,0.0951,5,0,0,0,0,2605000.0,0
61,5050000.0,2.0,0.2809,0.0859,5,0,0,0,0,1683333.3333333333,0
53,2740000.0,0.0,0.3787,0.2698,9,0,0,0,0,2740000.0,0
44,3360000.0,2.0,0.5176,0.4446,9,0,0,0,0,1120000.0,0
59,5420000.0,1.0,0.3616,0.1426,3,1,0,0,1,2710000.0,0
78,5790000.0,4.0,0.6944,0.234,7,0,0,0,0,1158000.0,0
49,1600000.0,0.0,0.6356,0.5576,9,0,0,0,0,1600000.0,0
47,7180000.0,1.0,0.6908,0.2475,15,0,0,0,0,3590000.0,0
47,5800000.0,0.0,0.3969,0.1884,6,0,0,0,0,5800000.0,1
62,1400000.0,0.0,0.4315,0.6222,10,0,0,0,0,1400000.0,0
37,4660000.0,2.0,0.2285,0.8542,5,0,0,0,0,1553333.3333333333,0
41,3080000.0,4.0,0.1893,0.1557,7,0,0,0,0,616000.0,0
25,3810000.0,1.0,0.4906,0.129,8,1,0,0,1,1905000.0,0
30,2240000.0,0.0,0.235,0.8243,9,0,0,1,1,2240000.0,0
38,6420000.0,0.0,0.2384,0.4144,7,0,0,0,0,6420000.0,0
44,14390000.0,0.0,0.6944,0.6231,7,0,0,0,0,14390000.0,0
68,5860000.0,3.0,0.5058,0.5582,3,0,0,0,0,1465000.0,0
52,1370000.0,1.0,0.3414,0.4831,5,1,0,0,1,685000.0,0
33,5930000.0,1.0,0.8443,0.0921,7,0,0,0,0,2965000.0,0
36,4450000.0,4.0,0.5921,0.0743,7,0,0,0,0,890000.0,0
63,2580000.0,1.0,0.836,0.5484,8,0,0,0,0,1290000.0,0
60,6180000.0,0.0,0.6144,0.0324,15,0,0,0,0,6180000.0,0
45,8480000.0,0.0,0.5159,0.2727,8,0,0,0,0,8480000.0,0
39,3350000.0,4.0,0.1258,0.2973,5,1,0,0,1,670000.0,0
60,1860000.0,0.0,0.6892,0.0518,7,0,0,0,0,1860000.0,0
32,1500000.0,1.0,0.3304,0.5235,11,1,0,0,1,750000.0,0
50,3350000.0,2.0,0.8383,0.3044,6,0,0,0,0,1116666.6666666667,0
75,4550000.0,0.0,1.6073,0.0772,7,0,0,1,1,4550000.0,0
48,3670000.0,0.0,0.616,0.6861,6,0,0,0,0,3670000.0,0
35,3320000.0,1.0,0.2327,0.5265,6,0,0,0,0,1660000.0,0
50,7030000.0,1.0,0.1013,0.3155,16,1,0,0,1,3515000.0,0
39,6600000.0,2.0,0.0856,0.3194,7,0,0,1,1,2200000.0,0
27,5640000.0,1.0,0.2894,0.3052,10,0,0,0,0,2820000.0,0
54,8160000.0,0.0,0.4905,0.583,7,0,0,0,0,8160000.0,0
60,3370000.0,1.0,0.0942,0.1015,7,0,0,1,1,1685000.0,0
41,2590000.0,3.0,0.4525,0.3114,16,0,1,1,2,647500.0,0
40,3650000.0,2.0,0.5056,0.7688,5,1,0,0,1,1216666.6666666667,0
32,3510000.0,4.0,0.9167,0.1867,8,0,0,0,0,702000.0,0
43,1460000.0,3.0,0.1239,0.2461,6,0,0,0,0,365000.0,0
38,3600000.0,0.0,0.6914,0.3901,9,1,0,0,1,3600000.0,0
32,9700000.0,0.0,1.3149,0.1454,10,0,0,0,0,9700000.0,0
70,8080000.0,0.0,0.5852,0.5342,9,1,0,0,1,8080000.0,0
51,6850000.0,3.0,0.5252,0.1648,2,0,0,0,0,1712500.0,0
52,5410000.0,1.0,0.3257,0.3255,6,0,0,0,0,2705000.0,0
56,11930000.0,1.0,0.5039,0.1084,9,0,1,0,1,5965000.0,0
55,2650000.0,3.0,0.129,0.256,9,3,0,0,3,662500.0,0
40,2800000.0,1.0,1.1171,0.5422,7,0,0,0,0,1400000.0,0
49,9820000.0,2.0,0.5776,0.3594,3,0,0,0,0,3273333.3333333335,0
42,5080000.0,0.0,0.2803,0.2662,12,0,1,0,1,5080000.0,0
51,3340000.0,2.0,0.8963,0.2209,6,0,0,0,0,1113333.3333333333,0
49,6960000.0,3.0,0.1512,0.4733,11,0,0,1,1,1740000.0,0
40,3840000.0,1.0,0.2678,0.6211,3,2,0,0,2,1920000.0,0
28,3030000.0,1.0,0.2531,0.1941,10,0,0,0,0,1515000.0,0
47,2970000.0,0.0,0.1532,0.3698,5,1,0,0,1,2970000.0,0
42,6060000.0,0.0,0.2154,0.2073,9,0,0,1,1,6060000.0,0
20,5660000.0,1.0,0.3658,0.2335,6,0,0,0,0,2830000.0,0
52,12420000.0,0.0,0.1773,0.3282,8,1,0,0,1,12420000.0,0
58,4200000.0,1.0,0.2782,0.1617,8,0,0,0,0,2100000.0,0
78,4160000.0,1.0,0.6403,0.3356,4,0,0,0,0,2080000.0,0
40,11860000.0,1.0,0.1436,0.4033,6,1,0,1,2,5930000.0,0
38,9030000.0,0.0,0.6881,0.3697,9,0,0,0,0,9030000.0,0
31,5450000.0,0.0,0.1854,0.0318,5,0,0,0,0,5450000.0,0
48,1960000.0,0.0,0.2497,0.28,7,1,0,0,1,1960000.0,0
48,3070000.0,0.0,0.3331,0.6322,7,0,0,0,0,3070000.0,0
34,2660000.0,1.0,0.4857,0.2251,6,0,0,0,0,1330000.0,0
43,5110000.0,0.0,1.2561,0.5985,11,1,0,0,1,5110000.0,0
19,3690000.0,1.0,0.3915,0.138,6,0,0,0,0,1845000.0,0
57,13080000.0,2.0,0.1898,0.2355,11,0,0,1,1,4360000.0,0
35,1950000.0,0.0,1.7039080000000002,0.3303,4,0,0,0,0,1950000.0,1
45,2490000.0,1.0,0.3686,0.9394,8,1,0,1,2,1245000.0,0
26,5790000.0,1.0,0.9482,0.2017,7,0,0,0,0,2895000.0,0
37,6840000.0,1.0,0.7304,0.5716,6,1,0,0,1,3420000.0,1
41,1060000.0,1.0,0.2044,0.1528,7,0,0,0,0,530000.0,0
45,1770000.0,1.0,0.4461,0.7942,10,0,1,0,1,885000.0,0
51,4270000.0,0.0,1.0536,0.2518,10,0,0,0,0,4270000.0,0
64,11280000.0,1.0,0.7482,0.5609,14,0,0,0,0,5640000.0,0
55,15520000.0,1.0,0.2312,0.0101,6,0,0,0,0,7760000.0,0
58,3900000.0,0.0,1.5335,0.1816,6,0,0,0,0,3900000.0,0
64,4510000.0,0.0,0.4339,0.4812,12,1,0,0,1,4510000.0,0
52,3030000.0,1.0,0.2467,0.6397,6,0,0,0,0,1515000.0,0
45,7310000.0,0.0,1.7039080000000002,0.37,10,0,0,0,0,7310000.0,0
58,12510000.0,0.0,1.424,0.4924,8,0,0,0,0,12510000.0,0
59,10620000.0,0.0,0.5924,0.3689,8,0,0,0,0,10620000.0,0
53,4910000.0,0.0,0.8035,0.3851,6,1,0,0,1,4910000.0,0
26,3020000.0,2.0,0.8635,0.1161,9,0,0,0,0,1006666.6666666666,0
34,5020000.0,0.0,0.3692,0.2202,12,0,0,0,0,5020000.0,0
41,11450000.0,0.0,0.7228,0.403,11,0,0,0,0,11450000.0,0
55,3930000.0,0.0,0.1034,0.577,7,0,0,0,0,3930000.0,0
45,1680000.0,0.0,0.349,0.4394,9,0,0,0,0,1680000.0,0
60,4030000.0,1.0,0.7922,0.2371,7,0,0,0,0,2015000.0,0
62,4230000.0,0.0,0.4059,0.3658,6,0,0,0,0,4230000.0,0
61,1680000.0,1.0,0.0919,0.8124,10,0,0,0,0,840000.0,0
61,5750000.0,2.0,0.0793,0.1056,5,0,0,0,0,1916666.6666666667,0
32,6770000.0,1.0,0.6572,0.1391,4,0,0,1,1,3385000.0,0
51,15260000.0,0.0,0.6992,0.1571,9,0,0,0,0,15260000.0,0
37,2250000.0,2.0,0.8021,0.5319,10,0,0,0,0,750000.0,0
24,7750000.0,0.0,0.6484,0.5495,10,0,0,0,0,7750000.0,0
41,8930000.0,2.0,1.5826,0.2586,3,1,0,0,1,2976666.6666666665,0
62,6830000.0,1.0,0.7141,0.289,10,0,0,0,0,3415000.0,0
51,2730000.0,1.0,0.4809,0.338,8,1,0,0,1,1365000.0,0
71,2640000.0,0.0,0.2605,0.144,11,0,0,1,1,2640000.0,0
47,5050000.0,1.0,0.7401,0.2118,12,0,0,1,1,2525000.0,0
77,5280000.0,2.0,0.1595,0.0534,7,0,0,0,0,1760000.0,0
47,3570000.0,0.0,0.8307,0.6447,6,0,0,0,0,3570000.0,0
45,10850000.0,5.0,0.3786,0.4437,12,0,0,0,0,1808333.3333333333,0
28,3930000.0,1.0,0.3072,0.5024,7,1,0,0,1,1965000.0,0
59,1610000.0,2.0,0.0835,0.1968,9,0,0,0,0,536666.6666666666,0
38,4370000.0,0.0,0.2642,0.6404,6,0,0,0,0,4370000.0,0
37,6670000.0,0.0,1.0995,0.1723,3,1,0,0,1,6670000.0,0
62,5050000.0,0.0,0.143,0.5687,8,0,0,0,0,5050000.0,0
60,6110000.0,0.0,0.1852,0.3189,7,0,1,0,1,6110000.0,0
60,12250000.0,0.0,0.1863,0.3864,10,0,0,0,0,12250000.0,0
40,2560000.0,0.0,0.2041,0.0871,10,0,0,0,0,2560000.0,0
44,3880000.0,1.0,0.5658,0.1579,5,0,0,1,1,1940000.0,1
44,12630000.0,1.0,0.4063,0.47,7,0,0,0,0,6315000.0,1
55,1540000.0,1.0,0.7675,0.3113,6,0,0,1,1,770000.0,0
65,4840000.0,3.0,0.2629,0.6075,9,1,0,0,1,1210000.0,0
50,10450000.0,0.0,0.2722,0.271,9,0,0,0,0,10450000.0,0
71,10360000.0,2.0,1.7039080000000002,0.0125,7,0,0,0,0,3453333.3333333335,0
57,7430000.0,0.0,0.4557,0.2197,16,0,1,0,1,7430000.0,0
42,7540000.0,4.0,1.1572,0.9937,9,0,1,0,1,1508000.0,1
56,2680000.0,0.0,0.0729,0.3231,6,0,0,0,0,2680000.0,0
67,11400000.0,2.0,0.4191,0.0598,7,0,0,0,0,3800000.0,0
71,5050000.0,0.0,0.305,0.6851,8,0,0,0,0,5050000.0,0
60,2520000.0,1.0,0.1615,0.4535,5,0,0,0,0,1260000.0,0
45,6310000.0,2.0,0.7503,0.3136,7,1,0,0,1,2103333.3333333335,0
42,3720000.0,1.0,0.2328,0.6855,12,0,0,0,0,1860000.0,0
52,5660000.0,2.0,0.9184,0.1117,7,0,0,0,0,1886666.6666666667,0
67,6470000.0,0.0,0.3047,0.6901,9,1,0,0,1,6470000.0,0
51,14530000.0,1.0,0.5293,0.1777,4,1,0,0,1,7265000.0,0
51,6490000.0,0.0,0.336,0.1945,2,0,0,0,0,6490000.0,0
46,3450000.0,1.0,0.5219,0.1569,12,0,0,0,0,1725000.0,0
41,7500000.0,0.0,0.6488,0.3654,10,0,0,0,0,7500000.0,0
43,5050000.0,0.0,1.323,0.4546,5,0,0,0,0,5050000.0,0
47,8650000.0,1.0,0.6947,0.1422,11,0,0,0,0,4325000.0,0
67,5200000.0,2.0,0.2088,0.7605,6,0,0,0,0,1733333.3333333333,0
42,6360000.0,1.0,0.5779,0.6182,10,0,0,0,0,3180000.0,1
46,1720000.0,2.0,0.4807,0.5298,9,0,0,0,0,573333.3333333334,0
34,1300000.0,1.0,0.3348,0.377,16,0,0,0,0,650000.0,1
54,2030000.0,2.0,0.2524,0.8957,11,0,0,0,0,676666.6666666666,0
63,14250000.0,0.0,0.6565,0.2306,10,1,1,1,3,14250000.0,1
66,5050000.0,1.0,0.1199,0.3568,8,0,0,0,0,2525000.0,0
48,7760000.0,3.0,0.1856,0.2759,7,0,0,0,0,1940000.0,0
52,3400000.0,1.0,1.0891,0.4963,11,0,0,0,0,1700000.0,0
43,4330000.0,1.0,0.7355,0.5088,10,1,0,1,2,2165000.0,1
52,4870000.0,1.0,0.2818,0.3055,7,0,0,0,0,2435000.0,0
49,13410000.0,1.0,0.3965,0.6392,8,0,0,0,0,6705000.0,0
46,7100000.0,0.0,0.3423,0.3522,9,0,0,0,0,7100000.0,0
47,6300000.0,1.0,0.6404,0.2877,11,0,0,0,0,3150000.0,0
51,10890000.0,0.0,0.8964,0.4543,8,0,0,0,0,10890000.0,0
41,3420000.0,0.0,0.0894,0.3469,6,1,0,0,1,3420000.0,0
42,9490000.0,2.0,0.3518,0.4799,6,0,0,0,0,3163333.3333333335,0
67,8590000.0,2.0,0.5622,0.184,6,0,0,0,0,2863333.3333333335,0
80,8530000.0,0.0,0.6906,0.3148,7,0,0,0,0,8530000.0,0
29,4560000.0,2.0,0.5806,1.0241,9,0,0,0,0,1520000.0,0
29,3850000.0,0.0,0.0937,0.0527,7,0,2,0,2,3850000.0,0
33,2970000.0,1.0,0.2192,0.4776,9,0,0,0,0,1485000.0,0
44,3080000.0,1.0,0.2993,0.1495,7,0,0,0,0,1540000.0,0
57,2880000.0,0.0,0.7797,0.2334,3,0,0,0,0,2880000.0,1
53,6230000.0,2.0,0.3798,0.2749,10,0,0,1,1,2076666.6666666667,0
47,4360000.0,0.0,0.4336,0.2587,5,1,0,0,1,4360000.0,0
52,6480000.0,2.0,0.8574,0.3993,5,0,0,0,0,2160000.0,0
36,6700000.0,0.0,0.545,0.4406,9,0,0,0,0,6700000.0,0
42,2650000.0,1.0,0.1972,0.5734,13,0,0,0,0,1325000.0,0
45,2600000.0,0.0,0.6795,0.5293,12,0,0,1,1,2600000.0,1
24,4360000.0,2.0,1.4434,0.4052,12,2,0,0,2,1453333.3333333333,1
30,3140000.0,1.0,0.1854,0.1585,7,0,0,0,0,1570000.0,0
30,2950000.0,0.0,1.0705,0.3474,10,0,0,0,0,2950000.0,0
55,13830000.0,2.0,0.3142,0.1678,11,0,0,0,0,4610000.0,0
48,1990000.0,1.0,0.3581,0.36,4,0,0,0,0,995000.0,0
53,5050000.0,0.0,0.3471,0.5697,16,0,0,0,0,5050000.0,0
21,5950000.0,0.0,0.6965,0.0944,6,1,1,0,2,5950000.0,0
26,9040000.0,2.0,0.4636,0.4961,8,0,0,0,0,3013333.3333333335,0
54,8420000.0,1.0,0.1877,0.1068,8,1,0,0,1,4210000.0,0
18,7240000.0,0.0,1.7039,0.5823,10,0,0,0,0,7240000.0,0
61,13550000.0,0.0,0.5858,0.2485,7,2,0,0,2,13550000.0,0
21,2610000.0,2.0,0.4484,0.2492,7,1,0,0,1,870000.0,1
56,4550000.0,0.0,0.6253,0.6395,6,0,0,0,0,4550000.0,0
33,3000000.0,1.0,0.1392,0.68,6,0,1,0,1,1500000.0,0
59,1810000.0,2.0,0.5563,0.2284,6,0,0,0,0,603333.3333333334,0
87,3360000.0,1.0,0.4326,0.6003,8,0,0,0,0,1680000.0,0
18,15380000.0,2.0,0.1538,0.3069,3,0,0,0,0,5126666.666666667,0
54,4510000.0,2.0,0.1897,0.3636,9,0,0,0,0,1503333.3333333333,0
21,16440000.0,0.0,0.4123,0.2868,10,0,0,0,0,16440000.0,0
51,17480000.0,0.0,0.4919,0.142,12,0,0,0,0,17480000.0,0
42,22510249.99999996,0.0,0.696,0.171,7,0,0,0,0,22510249.99999996,0
47,15690000.0,1.0,0.093,0.7197,8,0,0,0,0,7845000.0,0
33,20580000.0,0.0,0.379,0.2098,10,0,2,0,2,20580000.0,0
55,6080000.0,1.0,0.3742,0.5999,13,0,0,0,0,3040000.0,1
26,5730000.0,2.0,0.2879,0.0823,16,0,0,0,0,1910000.0,1
61,5050000.0,0.0,0.2662,0.3916,7,0,0,0,0,5050000.0,0
40,5000000.0,0.0,0.8389,0.2764,8,0,0,0,0,5000000.0,0
27,5470000.0,1.0,0.1653,0.6547,9,0,0,0,0,2735000.0,0
66,7850000.0,2.0,0.3909,0.3685,8,0,0,0,0,2616666.6666666665,0
44,3780000.0,1.0,1.0729,0.3062,7,0,0,0,0,1890000.0,0
70,5050000.0,2.0,0.2069,0.4151,10,0,0,0,0,1683333.3333333333,0
61,6220000.0,1.0,0.4902,0.6092,5,2,0,0,2,3110000.0,0
35,3300000.0,2.0,0.6066,0.4614,9,0,0,1,1,1100000.0,1
44,3510000.0,3.0,0.6686,0.4405,7,1,0,0,1,877500.0,0
47,4590000.0,0.0,0.2093,0.5745,7,0,0,1,1,4590000.0,0
65,5050000.0,0.0,0.1541,0.5408,4,0,0,0,0,5050000.0,0
51,5050000.0,0.0,0.8012,0.5899,11,1,0,0,1,5050000.0,0
47,4520000.0,1.0,0.3715,0.4239,7,0,0,0,0,2260000.0,0
42,10030000.0,3.0,0.769,0.3023,10,1,0,1,2,2507500.0,1
44,5660000.0,3.0,1.5679,0.2497,7,0,0,0,0,1415000.0,0
62,4740000.0,1.0,0.2793,0.2844,11,1,1,0,2,2370000.0,0
45,5500000.0,0.0,1.0359,0.275,11,0,0,0,0,5500000.0,0
40,2300000.0,0.0,0.3509,0.5138,8,0,0,0,0,2300000.0,0
38,6120000.0,1.0,0.1517,0.1357,11,0,0,0,0,3060000.0,0
38,8320000.0,1.0,0.2931,0.2666,8,0,0,0,0,4160000.0,0
27,9060000.0,0.0,1.0049,0.4777,5,0,0,0,0,9060000.0,0
35,2220000.0,0.0,0.9669,0.1027,10,1,0,0,1,2220000.0,0
64,2010000.0,4.0,0.4955,0.6231,9,1,0,0,1,402000.0,1
42,3620000.0,0.0,0.5937,0.3883,4,1,0,0,1,3620000.0,0
54,11480000.0,2.0,0.3648,0.0398,11,0,0,0,0,3826666.6666666665,0
18,5710000.0,0.0,1.3109,0.5738,5,0,0,0,0,5710000.0,0
52,3140000.0,2.0,0.38,0.2681,5,0,0,0,0,1046666.6666666666,0
43,2090000.0,3.0,0.7331,0.2686,5,0,0,0,0,522500.0,0
39,3320000.0,1.0,0.2636,0.1658,9,0,0,0,0,1660000.0,0
47,3190000.0,0.0,0.4486,0.1658,8,0,0,0,0,3190000.0,0
39,8770000.0,0.0,0.0371,0.091,3,0,0,0,0,8770000.0,0
18,9180000.0,0.0,0.3522,0.0699,5,1,0,0,1,9180000.0,0
57,2660000.0,0.0,0.5608,0.5311,10,1,0,0,1,2660000.0,1
48,5050000.0,1.0,0.6523,0.0789,6,0,0,0,0,2525000.0,0
41,7390000.0,0.0,0.734,0.3544,6,0,0,0,0,7390000.0,0
32,2460000.0,1.0,0.5255,0.3323,13,1,0,0,1,1230000.0,0
26,5050000.0,0.0,0.5729,0.2022,3,1,0,0,1,5050000.0,0
48,6130000.0,2.0,0.4664,0.6353,7,0,0,0,0,2043333.3333333333,0
66,5050000.0,0.0,0.8611,0.1706,7,0,0,0,0,5050000.0,0
48,1790000.0,1.0,0.5275,0.2408,9,0,0,0,0,895000.0,0
27,5410000.0,0.0,0.7919,0.2038,8,1,0,1,2,5410000.0,0
48,7320000.0,2.0,0.173,0.513,12,0,0,0,0,2440000.0,0
44,12900000.0,2.0,0.5939,0.2519,12,0,0,0,0,4300000.0,0
56,3350000.0,1.0,0.3795,0.2534,7,0,0,0,0,1675000.0,0
53,3600000.0,0.0,0.0746,0.1986,11,0,0,0,0,3600000.0,0
18,4410000.0,1.0,0.1045,0.1495,9,0,2,0,2,2205000.0,0
52,5950000.0,1.0,0.14,0.043,7,0,0,1,1,2975000.0,0
32,5300000.0,1.0,0.3838,0.448,10,1,0,0,1,2650000.0,0
27,7190000.0,1.0,0.2848,0.2968,8,1,0,0,1,3595000.0,0
43,2550000.0,0.0,0.7107,0.1512,9,0,0,0,0,2550000.0,0
50,6340000.0,0.0,0.845,0.4078,6,0,1,0,1,6340000.0,1
24,3200000.0,0.0,0.4907,0.2358,9,0,0,0,0,3200000.0,0
